Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
InstaDozza,Gurgaon,"Inside DLF Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0935436,28.493433500000002,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,28
Coffee Cup,Secunderabad,"E 89, Above Canara Bank, Sainikpuri, Secunderabad",Sainikpuri,"Sainikpuri, Secunderabad",78.55211070000001,17.483215899999998,800,Indian Rupees(Rs.),Yes,No,No,No,2,4,Dark Green,Excellent,1408
Janta Bakery,New Delhi,"43, Central Road, Bhogal, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.2482385,28.582392600000002,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,32
Punjabi Mirch,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2952184,28.6074925,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Damascena Coffee House,Birmingham,"133 Alcester Road, Moseley, Birmingham",Moseley,"Moseley, Birmingham",-1.888555455,52.44630234,20,Pounds(ï¿½ï¿½),No,No,No,No,2,0,White,Not rated,3
Cottage Cafï¿½ï¿½ by Smoothie factory,New Delhi,"Cottage Emporium, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.21970689,28.62590527,650,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,223
FIO Country Kitchen and Bar,New Delhi,"Gate 1, The Garden of Five Senses, Saidulajab, Saket, New Delhi","Garden of Five Senses, Saket","Garden of Five Senses, Saket, New Delhi",77.19707139,28.51423729,3300,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,1561
Le Dupleix,Puducherry,"5, Rue De La Caserne, White Town, Puducherry",White Town,"White Town, Puducherry",79.83376389,11.93104444,1500,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,456
Sagar Ratna,Gurgaon,"Plot 12-D, Ground Floor, JMD Galleria, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0383658,28.420929700000002,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,188
Fusion N Food,New Delhi,"G-4, Pearl Best Height 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1518301,28.6927106,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,22
Domino's Pizza,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09308315,28.47577587,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,30
Pindiwala,New Delhi,"Shop 72, DLF Industrial Area, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
Punjabi Joint,New Delhi,"Shop 1, 40 DLF Industrial Area, Alishan Building, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1422056,28.6553478,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,4
Anupama Sweets & Restaurant,New Delhi,"16, A, Main Road, Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.2480855,28.5540294,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Establishment Ristorante,New Delhi,"96, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
The Kitchen,Noida,"G-25, Savitri Market, Sector 31, Noida",Sector 31,"Sector 31, Noida",77.3394417,28.579198600000005,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,20
The Refinery,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.459339,27.993840000000002,40,Dollar($),No,No,No,No,3,4,Green,Very Good,875
Cafe Rendezvous,New Delhi,"T-540, The Panchshila Rendezvous, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21327409999999,28.539620799999998,1550,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,191
Woods Spice,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon",77.05734749999999,28.4428081,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,36
Leman Kï¿½_ltï¿½_r,ï¿½ï¿½stanbul,"Caferaï¿½ï¿½a Mahallesi, Neï¿½ï¿½et ï¿½_mer Sokak, No 9/A, KadÛ±kï¿½_y, ï¿½ï¿½stanbul",KadÛ±kï¿½_y Merkez,"KadÛ±kï¿½_y Merkez, ï¿½ï¿½stanbul",29.02280476,40.98970497,80,Turkish Lira(TL),No,No,No,No,3,3,Yellow,Good,506
Xiian,Noida,"G-45, Sector 18 Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3233803,28.568801699999998,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,286
Cafe Maple Street,Gurgaon,"1, Tower B, Vatika Business Park, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0443479,28.405858399999996,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,84
Mathur's Kitchen,New Delhi,"Shop 1-2, Pocket F, GTB Enclave, DDA Market, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.31412009999998,28.6843495,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,15
Peshawari's Deluxe,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1624465,28.706337100000006,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,195
Trattoria Tiramisu,Davenport,"1804 State St, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.50709,41.525384,25,Dollar($),No,No,No,No,2,4,Green,Very Good,117
Punjab Grill,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21932769,28.52869471,1950,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,1971
The Cinnamon Kitchen,Gurgaon,"Plot 391, Saraswati Kunj, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.09741009999999,28.4370522,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,50
Desi Vibes,New Delhi,"2nd Floor, N-95, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2206488,28.6302469,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,841
South Indian Cafe,New Delhi,"591, Site 1, Vikaspuri Mod, New Delhi, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.06984770000001,28.6275705,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,42
Ram Parshad Makhan Lal,New Delhi,"453, Khari Baoli, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2155012,28.6625615,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,23
Starbucks,New Delhi,"M-33, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23637111,28.549796500000003,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,187
Kashi Chat Bhandar,Varanasi,"D-37/49, Godaulia, Varanasi",Godaulia,"Godaulia, Varanasi",82.971977,25.311385,150,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,158
Malhotra Restaurant,New Delhi,"1833-34, Laxmi Narain Street, Chuna Mandi, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2103809,28.64102,800,Indian Rupees(Rs.),Yes,No,No,No,2,2,Orange,Average,32
Tamura,New Delhi,"S-16, Uphar Commercial Complex, Green Park Extension Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2062936,28.5580523,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,163
Domino's Pizza,New Delhi,"G 24, 1st Floor, South Extension 1, New Delhi",South Extension 1,"South Extension 1, New Delhi",77.2204886,28.569419500000002,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,58
Snack Shack,New Delhi,"Opposite Sri Ram International School, Main Dhansa Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9711827,28.610199600000005,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Himalaya Dhaba,New Delhi,"122 A-10,Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2115953,28.5614631,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,21
Punjabi Chulha,Faridabad,"Shop 16, Sector 21C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",77.2965369,28.4298396,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Cafe - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Hyatt Regency, Bhikaji Cama Place","Hyatt Regency, Bhikaji Cama Place, New Delhi",77.185331,28.56904,3500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,261
Eau De Monsoon - Le Meridien,New Delhi,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath","Le Meridien, Janpath, New Delhi",77.2185653,28.6187207,4500,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,189
Hungry Folks,New Delhi,"House 220, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Coffee Culture,Vadodara,"1-8, Opposite INOX Multiplex, Sharnam Fortune, Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara",0.0,0.0,600,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,92
Sandpiper Restaurant & Lounge,Pocatello,"1400 Bench Rd, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.432,42.9012,40,Dollar($),No,No,No,No,3,3,Yellow,Good,85
Cafe Coffee Day,Noida,"G-54, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32398044,28.56966474,450,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,125
KitchenYard,Faridabad,"13/6, Mathura Road, SSR Cooperate Park, Opp NHPC Chowk Metro Station, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cafe 121,New Delhi,"121, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1686921,28.588292499999998,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,23
Cake2you,Gurgaon,"522/5, Near Jyoti Hospital, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.0371148,28.4579792,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
GVP Creations,Noida,"Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37029448,28.61183236,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Shenanigan's Irish Pub,Gainesville,"87 N. Chestatee St., Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.98611899999999,34.533198,25,Dollar($),No,No,No,No,2,4,Green,Very Good,171
The Society Cafe,New Delhi,"D-15, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2174933,28.568446299999998,800,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,149
G Dot,Gurgaon,"Opposite Lt. Atul Kataria Memorial School, Mata Sheetla Mandir Road, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0338227,28.478539899999998,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,26
The Fusion Kitchen,Mumbai,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Borivali West,"Borivali West, Mumbai",72.848923,19.254567,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Dark Green,Excellent,2083
Green Chick Chop,New Delhi,"Shop 21, Central Market, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.13855670000001,28.631853000000003,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,16
Heera Chicken Corner,New Delhi,"Ground Floor, Neelkanth Palace, Sant Nagar, Near, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Punjabi Jaika,New Delhi,"C-57, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.23807579999999,28.571635600000004,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,40
Kathi Junction,Noida,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.52814740000001,28.4578535,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,83
Our Story Bistro & Tea Room,Noida,"G-38, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32361533,28.56914297,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,320
Bar Estilo,Birmingham,"110-114 Wharfside Street, The Mailbox, City Centre, Birmingham B1 1RF","The Mailbox, Broad Street","The Mailbox, Broad Street, Birmingham",-1.905477,52.475857,20,Pounds(ï¿½ï¿½),No,No,No,No,2,4,Green,Very Good,93
The Chai Story,New Delhi,"292, 1st Floor, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.16905159999999,28.5885957,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,142
The Wolfpack,Johannesburg,"21, 4th Avenue, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.017146,-26.140464,350,Rand(R),No,No,No,No,4,4,Green,Very Good,1024
Pitstop,New Delhi,"1965, Outram Lines, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.20575459999999,28.7022489,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,85
Mohan Chaat Corner,New Delhi,"Shop 6 B, DB Block Shopping Complex, Near DESU Office, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1073269,28.621297100000003,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
The Chicken Dinesty,Bhubaneshwar,"District Center, Niladri Vihar Road, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar",85.81856667,20.32634444,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,247
Barista,Noida,"A 5, Ground Floor, Atrium, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31560970000001,28.579317200000002,650,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,22
Cafe Light,Faridabad,"Shop 38, Upper Ground Floor, Parsvnath City Mall, Sector 12, Faridabad","Parsavnath City Mall, Sector 12, Faridabad","Parsavnath City Mall, Sector 12, Faridabad, Faridabad",77.3144877,28.3837046,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,8
Hickory Park,Des Moines,"1404 S Duff Ave, Ames, IA 50010",Ames,"Ames, Des Moines",-93.610084,42.010253999999996,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,1025
Cocoberry,New Delhi,"11/23, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17276899999999,28.6452876,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,28
Mehtaab Sweet Corner & Restaurant,New Delhi,"Vinoba Enclave, Bahadurgarh Road, CRPF Camp, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.96212440000001,28.636080800000002,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Too Maach,Gurgaon,"Shop 8, District Shopping Centre, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.1000307,28.4286826,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,46
Dharma Blue,Pensacola,"300 S Alcaniz Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2092,30.4101,40,Dollar($),No,No,No,No,3,4,Green,Very Good,669
Masabaï¿½ï¿½Û±,Ankara,"Kocatepe Mahallesi, Mithatpaï¿½ï¿½a Caddesi, No 62/A, ï¿½ankaya, Ankara",KÛ±zÛ±lay,"KÛ±zÛ±lay, Ankara",32.85986667,39.91914444,100,Turkish Lira(TL),No,No,No,No,3,4,Green,Very Good,103
The Rolling Pin Bakery,Gurgaon,"C-9/9-D, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0983092,28.467982799999998,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,10
Bharat Chicken Inn Foods,New Delhi,"157, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.27581099,28.65854624,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,9
The Grill Point,New Delhi,"A-2, Krishna Nagar Extension, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",0.0,0.0,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Spicy,New Delhi,"117/1, Shop 3, Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2107781,28.5624222,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,13
Backkerei,New Delhi,"Mandakini Enclave, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2399764,28.540013399999996,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,67
Manpasand Punjabi Zaika,New Delhi,"20 Block, Opposite Krishna Park, Gurudwara Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0864035,28.6391088,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
MR.D - Deliciousness Delivered,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2457421,28.528131800000004,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,148
The Grill Room - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi","The Taj Mahal Hotel, Mansingh Road","The Taj Mahal Hotel, Mansingh Road, New Delhi",77.2241228,28.605153499999997,5000,Indian Rupees(Rs.),No,No,No,No,4,3,Orange,Average,15
Raj Rasoi,Patna,"Twin Tower Hathwa, South Gandhi Maidan, Lodipur, Patna",Lodipur,"Lodipur, Patna",85.14343889,25.61583889,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,74
Chili's,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.38674374,17.43380875,1800,Indian Rupees(Rs.),No,Yes,No,No,3,4,Dark Green,Excellent,2553
Bake Town,New Delhi,"A-9, Laxmi Garden, Tuda Mandi, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.99068879999999,28.6125711,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Pindi Meat,New Delhi,"1963, Nai Bank Street, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1962767,28.649437100000004,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,43
Dana Pani,New Delhi,"B-1/60, New Kondli, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3302432,28.6032214,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Pizza Hut,Noida,"C-25, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,147
Peshawri - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,2500,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,133
Baskin Robbins,New Delhi,"E 184, New, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1793562,28.638768,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,32
Ek Bar,New Delhi,"D-17, 1st Floor, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23797072,28.57481074,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,242
Subway,Noida,"B-14, K.J Enterprises, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32487295,28.57008816,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,268
Liter Basar,New Delhi,"Nizamuddin East, Nizamuddin, New Delhi",Nizamuddin,"Nizamuddin, New Delhi",77.24406259999999,28.591271999999996,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Metro Fast Food,New Delhi,"Near Metro Parking, Chhatra Marg, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2127619,28.6950637,350,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,26
Effingut Brewerkz,Pune,"4, Deron Heights, Next to Ranka Jewellers, Baner, Pune",Baner,"Baner, Pune",73.7982064,18.554382,2000,Indian Rupees(Rs.),No,Yes,No,No,4,4,Green,Very Good,375
The Cake Xpress,Noida,"CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31445790000001,28.5812215,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,43
Taste of Balingup,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,"Balingup, Balingup",115.98449240000001,-33.784526899999996,20,Dollar($),No,No,No,No,2,3,Orange,Average,21
Pakwan,Gurgaon,"164/11, Shivpuri, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0189082,28.471255499999998,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,60
Maharba Chicken Point,Noida,"Brahmputra Market, Near Juice Corner, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.332751,28.569734000000004,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Choco Kraft,New Delhi,"A-24, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238315,28.5774602,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,12
Tandoor Express,Gurgaon,"B-215, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.0874235,28.4624928,500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,67
K's Town,New Delhi,"S-1, SG Century Plaza, GU Block Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1453257,28.714675699999997,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,20
Rasoi,New Delhi,"A-160, Hotel Shalimaar, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12851690000001,28.5495832,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Oh My !,Faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",Sector 31,"Sector 31, Faridabad",77.3159508,28.4549967,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Posh Spice,New Delhi,"Shop 12, B-1/8, Apsara Arcade, Pusa Road, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1889084,28.643458399999997,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Aggarwal Bikaneri Sweets & Restaurant,Noida,"Rajiv Vihar, Khora Village, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.35487667,28.61550833,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Henry Campbell's Steakhouse,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.22327800000001,31.612121000000002,70,Dollar($),No,No,No,No,4,3,Yellow,Good,51
Food Scouts,New Delhi,"Near TDI Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.11999476,28.65081196,700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,229
The Hub -  ibis New Delhi,New Delhi,"ibis New Delhi, Asset 9, Hospitality District, Aerocity, New Delhi","ibis New Delhi, Aerocity","ibis New Delhi, Aerocity, New Delhi",77.123127,28.551398,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,9
Annapoorna Bhojanalya,New Delhi,"B-17, Om Sai Complex, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30623809999999,28.589196100000002,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Clever Fox Cafe,New Delhi,"Red Fox Hotel, Community Center, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.33286170000001,28.6071702,900,Indian Rupees(Rs.),Yes,No,No,No,2,3,Orange,Average,25
Hira Sweets,New Delhi,"1157/1, Main Road, Rohtash Nagar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2889304,28.677544800000003,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,19
Chilli Chinese,New Delhi,"Main Shanti Nagar Road, Tri Nagar, Wazirpur, New Delhi",Wazirpur,"Wazirpur, New Delhi",77.16365970000001,28.6792749,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Tea Villa Cafe,Mumbai,"28, Aaram Nagar 1, Opposite Dariya Mahal, Versova, Andheri West","Versova, Andheri West","Versova, Andheri West, Mumbai",72.8130738,19.1311405,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,1295
King's Food,New Delhi,"Plot 2-A, Gopal Nagar Extension, Near Goodwil School, Surakhpur Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9736469,28.615987199999996,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Sher 'A' Punjab Bhojnalya,New Delhi,"Palam Gurgaon Road, Dundahera Border, Near Wine Shop, Kapashera, New Delhi",Kapashera,"Kapashera, New Delhi",77.07847559999999,28.5161533,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,36
