Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
SpiceKlub,214,Dubai,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool, Dubai",Mankhool,"Mankhool, Dubai",55.288061,25.252054,"Indian, North Indian, Street Food",150,Emirati Diram(AED),Yes,No,No,No,3,4.4,Green,Very Good,281
Wasim Biryani Center,1,Noida,"Near Saba Apartment, Main Dadri Road, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3400007,28.5607636,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
Recipe Tadka,1,New Delhi,"D 1/252, Street 5, Mahavir Enclave, Palam, New Delhi",Palam,"Palam, New Delhi",77.0849466,28.596432,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3
Darjeeling Kanchanjanga Momos,1,Gurgaon,"Shop 2, G Block, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0409296,28.511849800000004,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
Sharma Bakers,1,New Delhi,"WZ/1075, Main Bazar, Rani Bagh, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1291911,28.686127399999997,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,33
3 Pegs Down,1,New Delhi,"11/12/14-A, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","Southern Park Mall, Saket, New Delhi",77.21947454,28.52748139,"Continental, Italian, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,217
Popular Chicken,1,New Delhi,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1730055,28.687425399999995,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5
Midnight Hunger Hub,1,New Delhi,"Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12252375,28.63957434,"North Indian, Fast Food, Italian, Asian",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,58
Chacha's Take Away,1,Gurgaon,"J-12, Qutub Plaza, DLF Phase 1, Gurgaon","Qutab Plaza, DLF Phase 1","Qutab Plaza, DLF Phase 1, Gurgaon",77.1020406,28.471882300000004,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,16
Hari Sweets,1,Noida,"14, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.3330963,28.571464199999998,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14
Swaad Bar-Be-Que,1,New Delhi,"4A/61, Main Shankar Road, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1819781,28.6374266,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,27
Annapurna,1,New Delhi,"Shop 1, Basement, Tularam Complex, Old Kondi, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3369792,28.6134753,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Annapurna Sweet House,1,New Delhi,"38, CSC Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25338604,28.53622797,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,55
Sugarama Patisserie,1,New Delhi,"87, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2148724,28.5493235,"Bakery, Desserts",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,292
Elements Coffee Co - Northwest,216,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,"Albany, Albany",-84.206944,31.622412,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26
Conï¿½_u,1,Hyderabad,"479/B, Road 21, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40832144,17.43166813,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,4.8,Dark Green,Excellent,1023
Xpert Bakers,1,New Delhi,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3147803,28.6519961,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Galina Restaurant,1,New Delhi,"DE 82, Ground Floor, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1163525,28.6461897,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,38
Rosartï¿½ï¿½ Chocolate,1,New Delhi,"A/19, West End, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1652844,28.573806400000002,Desserts,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,15
Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25405570000001,28.5255719,"Mithai, North Indian, South Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7
Bistro 37,1,Noida,"Shop 11, Godawari Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.33974090000001,28.565294800000004,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,1005
Kay's Food Land,1,Faridabad,"129, HUDA Shopping Centre, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.31040990000001,28.4805482,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14
The Chop House,216,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,"Augusta, Augusta",-82.080788,33.467201,Steak,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,360
Chuk Chuk Mail,1,New Delhi,"Opposite A 5, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.10414320000001,28.6755527,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,44
Khaao Peeyo,1,New Delhi,"34, Rahendra Bhavan, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",77.177472,28.643168,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Pandit Ved Prakash Lemon Wale,1,New Delhi,"Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22681879999999,28.6565647,"Beverages, Street Food",50,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11
Heaven's Kitchen,1,New Delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2569098,28.53072249,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,85
Chaayos,1,Gurgaon,"13 & 28, Central Plaza, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.10078709999999,28.4431891,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,48
Syall Kotian Da Dhaba,1,New Delhi,"45-46, Banda Bairagi Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1313127,28.6489309,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,20
Costa Coffee,1,Noida,"36, The Great India Place Mall, Sector 38 A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3260709,28.567446500000003,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,110
The Bakery,1,New Delhi,"A-47, Vishwakarma Colony, Near Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.287153,28.501478499999997,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Pizza Di Rocco,214,Abu Dhabi,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.38193094,24.48557932,"Italian, Pizza",150,Emirati Diram(AED),Yes,Yes,No,No,3,4.4,Green,Very Good,471
Time To Tea,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.574308600000002,"Tea, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5
Mama Dhaba,1,New Delhi,"D-137, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2091679,28.560378000000004,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
Da Pizza Bakers,1,New Delhi,"RR-11, Miyanwali Nagar, Opposite Metro Pillar 300, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.0876088,28.6800158,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,24
Bhawani Restaurant,1,New Delhi,"Khasra 59, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.20588409999999,28.51673,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Mahi Rasoi,1,New Delhi,"11, Old Camp House, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2275645,28.700346399999997,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Halal Pizza 'n' Joy,1,New Delhi,"68, Tikona Park Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.28850622,28.56252021,Pizza,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Domino's Pizza,1,New Delhi,"30, Aditya Arcade, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2949499,28.639333299999997,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,102
Wakhra Swaad,1,Noida,"Shop 129, Jaipuria Plaza, Sector 26, Noida",Sector 26,"Sector 26, Noida",77.33529770000001,28.5768276,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,112
The Royal Kitchen,1,Noida,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.41335600000001,28.5078125,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Cafe Terazza,1,Indore,"10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.89247074,22.74504922,"Cafe, Italian, Mexican, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,502
Vijay Store,1,New Delhi,"3/3, Community Centre, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.24595,28.55863333,"Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Green Hut,1,Gurgaon,"Opposite Army Canteen, Rao Market, Jwala Mill Road, Sector 18, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.07531390000001,28.500498600000004,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,23
Samurai Japanese Cuisine & Sushi Bar,216,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.9933631,32.4652417,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,109
Tsopema Restaurant,1,New Delhi,"House 24/25, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.22825590000001,28.701667800000003,"Tibetan, Chinese, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
Virgin Courtyard,1,Chandigarh,"Backside, SCO 1A, Madhya Marg, Sector 7, Chandigarh",Sector 7,"Sector 7, Chandigarh",76.7976205,30.733479499999998,Italian,2200,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,817
Sethi's Express,1,New Delhi,"Shop B-5, Uday Vihar, Aggarwal Chowk, Chander Vihar, Nilothi Extension, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0713543,28.6529874,"South Indian, North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
South King Restaurant,1,Noida,"Sector 66, Near Sector 65, Noida",Sector 65,"Sector 65, Noida",77.3772233,28.607546600000003,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
The Spice Room,1,Gurgaon,"Ground Floor, Tower 3,  Vatika Business Park, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0452475,28.406214000000002,"North Indian, Chinese",1350,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,155
Mr. Tandoori Lal,1,New Delhi,"BE-321/A, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1204704,28.630756800000004,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Sandoz,1,Noida,"Shop 3, Upper Ground Floor, Supertech Mart, Sector 137, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",0.0,0.0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
650 - The Global Kitchen,1,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.53757409999999,23.01045111,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,1582
Bikaner's,1,Noida,"Shop 3 & 4, Amrapali Princely Estate , Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3823794,28.564509700000002,"Mithai, North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
Nirula's Ice Cream,1,New Delhi,"G 5, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.28634079999999,28.6368424,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,38
Transmetropolitan,216,Athens,"145 E Clayton St, Athens, GA 30601",Athens,"Athens, Athens",-83.3764,33.9584,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098
Anand Ji Restaurant,1,New Delhi,"35, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26811942,28.56171513,"Chinese, North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,28
Subway,1,New Delhi,"M-8, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.222238,28.6311315,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,276
Yamu's Panchayat,1,Noida,"4, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.3331584,28.571066100000003,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
Cafe Bethak,1,New Delhi,"2524, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2043172,28.6949468,"Cafe, Continental, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,76
The Godinho's,1,Gurgaon,"Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",0.0,0.0,"Goan, American, Portuguese",600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,23
Do Bhai Paneer Wale And Sweets,1,New Delhi,"1, Behind Police Station, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.06629509999999,28.680105600000005,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Ekta's Kitchen,1,New Delhi,"34, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2972363,28.5413197,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,67
Vikram Ji Snacks,1,New Delhi,"Main Market, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.0909427,28.583969,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Rhinehart's Oyster Bar,216,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta",-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456
SharpShooters Roof Top Cafe,1,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.16873709999999,28.588520799999998,"Cafe, Chinese, Italian",450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,18
Kansar Gujarati Thali,1,Surat,"A Wing, President Plaza, Near RTO, Nanpura, Surat",Nanpura,"Nanpura, Surat",72.81449206,21.18343357,Gujarati,550,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,153
House Of Flavours,1,Nashik,"SSK Solitaire, Ahilyabai Holkar Marg, Tidke Colony, Near Mumbai Naka, Satpur, Nashik","SSK Solitaire, Satpur","SSK Solitaire, Satpur, Nashik",73.776176,19.991295,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,71
Cantina Famiglia Mancini,30,Sï¿½ï¿½o Paulo,"Rua Avanhandava, 81, Bela Vista, Sï¿½ï¿½o Paulo 10000","Bela Vista, Centro","Bela Vista, Centro, Sï¿½ï¿½o Paulo",-46.64516667,-23.55066667,"Italian, Pizza",250,Brazilian Real(R$),No,No,No,No,4,4.5,Dark Green,Excellent,49
Idliss,1,Gurgaon,"U-10/1, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0949823,28.4933028,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,359
Nine 2 Nine Snacks & Restaurant,1,New Delhi,"B-1/26, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3065907,28.589044199999996,"North Indian, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
Giri Manja's,1,Mangalore,"Near Kalikamba Temple, Gopalkrishna Temple Road, Bhavathi, Mangalore Bhavathi",Bhavathi,"Bhavathi, Mangalore",0.0,0.0,Seafood,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,281
Cafe El Chico,1,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83616667,25.44987222,"Continental, Italian",1000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good,59
Chor Bizarre,1,New Delhi,"Bikaner House, Pandara Road Market, New Delhi",Pandara Road Market,"Pandara Road Market, New Delhi",77.2305318,28.6081696,North Indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,64
Onesta,1,Bangalore,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",New BEL Road,"New BEL Road, Bangalore",77.57099670000001,13.0291977,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,627
ITO Ke Mashoor Chole Bhature,1,New Delhi,"Main Road, Mahavir Enclave 3, Palam, New Delhi",Palam,"Palam, New Delhi",77.068718,28.6061412,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Barbeque Nation,1,New Delhi,"Ginger Hotel, DDA Community Center, Opposite Eastend Club, Vivek Vihar, New Delhi","Ginger Hotel, Vivek Vihar","Ginger Hotel, Vivek Vihar, New Delhi",77.303949,28.665829,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,756
Dev Burger,1,New Delhi,"44/1, Totaram Ahuja Marg, Ashok Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.09983940000001,28.635043,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
The Coffee Bean & Tea Leaf,1,Noida,"3rd Floor, The Great India Place Mall, Sector 38 A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32540604,28.56721958,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,55
Cafe Yell,1,New Delhi,"35, Ground Floor, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2301869,28.573594399999998,"Cafe, Continental, Italian",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,50
Wok  In The Clouds,1,New Delhi,"Shop 52, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.22753730000001,28.6005429,"Chinese, Thai, Continental, North Indian",2000,Indian Rupees(Rs.),No,Yes,No,No,4,3.8,Yellow,Good,669
Angeethi,1,Gurgaon,"200, Main Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0510698,28.453492699999998,"North Indian, Chinese, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,73
Cones & Curries,1,New Delhi,"Priya Cinema Complex, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16460492,28.55747844,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Green Chick Chop,1,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24689879,28.52810941,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,35
Maa Bhagwati Tiffins,1,Gurgaon,"Subhash Nagar, Sector 12, Gurgaon",Sector 12,"Sector 12, Gurgaon",77.03247320000001,28.4636195,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4
Ashok Chaat Corner,1,New Delhi,"Shop 3488, Chowk Hauz Qazi, Near Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",77.2268745,28.6493909,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,118
Brijwasi Bhoj,1,New Delhi,"376, Near Kucha Ghasi Ram, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2243841,28.656873200000003,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,16
M.D. Kitchen,1,New Delhi,"62, Laxmi Bai Nagar Market, Opposite INA Market, Near Dilli Haat, INA, New Delhi",INA,"INA, New Delhi",77.21006159999999,28.578374800000002,"North Indian, Mughlai, Chinese, South Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,30
Hurry's Paratha,1,Noida,"Road 1-B, Lt. Vijayant Thapar Marg, Near Sector 16 Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.3169908,28.5792232,North Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,45
Six Degrees,1,Vizag,"1-83-29, Opposite Pollock Lotus School, MVP Double Road, Sector 5, MVP Colony, Vizag",MVP Colony,"MVP Colony, Vizag",83.304558,17.726709,"South Indian, Chinese, Continental, Italian, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,75
Starbucks,1,New Delhi,"1st Floor, Zing Food Court, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar","Spark Mall, Kamla Nagar, New Delhi",77.20384263,28.68091678,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,147
Monterrey Mexican Restaurant,216,Sioux City,"3138 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3691,42.4351,Mexican,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117
El Fredo Pizza,216,Sioux City,"523 W 19th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.4204,42.5106,Pizza,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,280
Bubby Fish & Chicken Corner,1,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",INA Colony,"INA Colony, Amritsar",74.875828,31.635671000000002,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,91
Sweet Bakes,1,New Delhi,"U-30, Green Park, New Delhi",Green Park,"Green Park, New Delhi",0.0,0.0,"Bakery, Desserts",550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Applebee's,214,Dubai,"Sheikh Issa Tower, Sheikh Zayed Road, Trade Centre Area, Dubai",Trade Centre Area,"Trade Centre Area, Dubai",55.27430557,25.21135663,"American, Mexican, Burger",250,Emirati Diram(AED),No,Yes,No,No,3,3.7,Yellow,Good,500
Alwar Sweets & Namkeen,1,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.0573908,28.4495255,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Jughead's Fast Food Corner,1,New Delhi,"1 & 3, Main Market, Uday Park, New Delhi",Uday Park,"Uday Park, New Delhi",77.21790746,28.56074218,"Chinese, Fast Food, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,438
Swad Mubarak,1,New Delhi,"Opposite ICICI Bank, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.21554609999998,28.712588399999998,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11
Nusr-Et,208,Ankara,"Gaziosmanpaï¿½ï¿½a Mahallesi, ï¿½_ehit ï¿½_mer Haluk Sipahioï¿½ï¿½lu Sokak, No 8, ï¿½ankaya, Ankara",Gazi Osman Paï¿½ï¿½a,"Gazi Osman Paï¿½ï¿½a, Ankara",32.86483333,39.89966667,Steak,400,Turkish Lira(TL),No,No,No,No,4,4.1,Green,Very Good,97
