Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Meenu Caterers,New Delhi,"C4F, DDA Market, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.090369,28.616886100000002,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,82
Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,111
Tandoori Theka,New Delhi,"C-8, Opposite Metro Pillar 717, Kiran Garden, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0485758,28.620633899999998,450,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
Flavors of London,New Delhi,"K-131/2, Mahavir Nagar, Krishna Park, Main Outer Ring Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.08543449999999,28.639605600000003,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Tasty Bite,New Delhi,"A-72/183, Gulab Bagh, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.03868059999999,28.620034999999998,650,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,12
Chilli Tadka,New Delhi,"G-1, Ashish Complex, New Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2959276,28.642564399999998,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Mr. Gold,New Delhi,"501, Main Road, Bara Bazar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Bamboo Boat,Gurgaon,"Behind Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0888382,28.461475699999998,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,115
Huber & Holly,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5123947,23.0383109,300,Indian Rupees(Rs.),No,Yes,No,No,1,4,Dark Green,Excellent,217
Burger Point,Faridabad,"Shop 105, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.32207729999999,28.394973600000004,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,24
Oberoi Biryani,New Delhi,"50, Shastri Market, Gurudwara Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19076987,28.64568939,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,90
Chai Break,Bhubaneshwar,"KIIT Road, PS Plaza, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar",0.0,0.0,800,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,69
Cafe Corner,New Delhi,"E-6, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2213733,28.5680393,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Choices An Absolute BBQ,New Delhi,"D-90, Fateh Nagar, Near Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.10088,28.634165999999997,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Wasabi by Morimoto - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi","The Taj Mahal Hotel, Mansingh Road","The Taj Mahal Hotel, Mansingh Road, New Delhi",77.22430390000001,28.6052532,6000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,183
Aapka Bhojanalaya,New Delhi,"136/3, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2730427,28.6894334,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Moti Mahal Delux,New Delhi,"Plot 240, Pocket H-17, Opposite Metro Pillar 421, Sector 7, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1182275,28.7126947,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,159
Duke's Pastry Shop,New Delhi,"23/5, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1737481,28.644715100000003,200,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,150
Red Chillies,New Delhi,"Shop 2, 2507, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.20418769999999,28.6961065,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,69
Hey' Sugar Delhi,New Delhi,"Saket, New Delhi",Saket,"Saket, New Delhi",77.20448703,28.52228093,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,60
Chinese Hut,New Delhi,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2212499,28.5675895,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,87
Asia Central,New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.21361479999999,28.549024499999998,1000,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,264
Dudleys,Gurgaon,"Plot 1605, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.102108,28.441122999999997,1000,Indian Rupees(Rs.),No,Yes,No,No,3,4,Dark Green,Excellent,150
The Old Baker - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar, New Delhi","Jaypee Vasant Continental, Vasant Vihar","Jaypee Vasant Continental, Vasant Vihar, New Delhi",77.16443762,28.55650347,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,17
Veer Jee,Noida,"Shop 31, Kunchanjunga Market, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.36209564,28.59569369,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Perron,Sandton,"Illovo Junction, Corner Oxford Road and Corlett Drive, Illovo, Sandton",Illovo,"Illovo, Sandton",28.04833811,-26.13493464,250,Rand(R),No,No,No,No,3,4,Green,Very Good,581
Bablu Chic Inn,New Delhi,"Shop 9, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.1780492,28.692485100000003,750,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,34
Prince of China,New Delhi,"31-A, Krishna Market, Opposite Deshbandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25677937,28.54172876,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,70
K Lab,Gurgaon,"Shop GF-18, ILD Trade Centre, Sector 47, Near Sohna Road, Gurgaon"," ILD Trade Centre Mall, Sohna Road"," ILD Trade Centre Mall, Sohna Road, Gurgaon",77.0393103,28.4248315,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,16
Mrs. Wilkes' Dining Room,Savannah,"107 W Jones St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0955,32.0727,40,Dollar($),No,No,No,No,3,4,Dark Green,Excellent,1014
Roller's High,New Delhi,"K-1/38, EPDP Road, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,13
Purple Haze,Mysore,"129-131, High Tension Double Road, Mahadeswara Badavane, 2nd Stage, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61679167,12.33797778,1200,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,183
Jimmy's Pancake House,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.504176,41.548746,10,Dollar($),No,No,No,No,1,4,Green,Very Good,85
Pizza Yum,New Delhi,"D-1/23, Street 5, Mahavir Enclave, Palam Dabri Road, Palam, New Delhi",Palam,"Palam, New Delhi",77.0815144,28.597415100000003,650,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,8
Boombox Brewstreet,Gurgaon,"SCO 53, 1st Floor, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0642265,28.467934399999997,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,391
Armory - Hotel Haut.Monde,Gurgaon,"Hotel Haut.Monde, Part 1, Sector 15, Gurgaon","Hotel Haute.Monde, Sector 15","Hotel Haute.Monde, Sector 15, Gurgaon",77.03822890000001,28.4553886,1000,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,6
Culinaire,New Delhi,"Shop 2, Chandan Market, S Block, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2456868,28.5306722,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3,Yellow,Good,843
Sonya Bakery Cafe,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.093094,28.4759094,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,20
Costa Coffee,New Delhi,"M-38, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2432456,28.5337162,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,103
Green Chick Chop,New Delhi,"Shop 21, Central Market, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.13855670000001,28.631853000000003,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,16
Punjab Restaurant,New Delhi,"3, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2072368,28.5617724,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,46
The Punter House,New Delhi,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1672543,28.587706899999997,800,Indian Rupees(Rs.),Yes,No,No,No,2,3,Yellow,Good,177
Empire Restaurant,Mysore,"2820/1, 8th Cross, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.62796111,12.32397778,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,393
Kays Bar-Be-Que,New Delhi,"16/27, Community Cetre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1731852,28.6933532,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,191
Himalaya Momos,New Delhi,"A-1, Main Market, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.2819954,28.632240600000003,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Pind Balluchi,Gurgaon,"Vanijya Nikunj, Shankar Chowk, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.08815899999999,28.499116100000002,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2,Orange,Average,7
Shri Duli Chand Naresh Gupta,New Delhi,"934, Kucha Pati Ram, Sitaram Bazar, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22695350000001,28.6476635,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,18
Biryaniwala,New Delhi,"92, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18492059999998,28.640881699999998,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,26
Di Miso,Gurgaon,"11, Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Global Foyer Mall, Golf Course Road, Gurgaon",77.0946226,28.460546,1500,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,38
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,New Delhi,"8, CR Road, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.27912629999999,28.6333642,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,9
Daawat E Mezbaan,New Delhi,"26A/UA, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.20841881,28.67991553,800,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,77
Vinny's Restro Bar,Noida,"B-10, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32512441,28.57073654,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,37
Paapi Paet,New Delhi,"E-5/1, Shop 5, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2079315,28.533006699999998,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,250
Terraï¿½_o Itï¿½ï¿½lia,Sï¿½ï¿½o Paulo,"Edifï¿½_cio Itï¿½ï¿½lia - 41ï¿½ï¿½ Andar, Avenida Ipiranga, 344, Repï¿½_blica, Sï¿½ï¿½o Paulo",Repï¿½_blica,"Repï¿½_blica, Sï¿½ï¿½o Paulo",-46.643425,-23.545163,400,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,37
Sibang Bakery,Gurgaon,"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09336612,28.47581065,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
Punjabi Angithi,New Delhi,"Shop 32, A-4, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1090579,28.672694300000003,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,31
MS Foods,Noida,"E-78, Deepak Vihar, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3545194,28.61263059,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
Kream N Krunch,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Akashwani,"Akashwani, Aurangabad",75.34601667,19.87621944,800,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,240
PappaRich,Auckland,"Sky City Metro,  Shop 2.01-2.03, 291-297 Queen Street, Auckland CBD, Auckland 1010","Sky City Metro, Auckland CBD","Sky City Metro, Auckland CBD, Auckland",174.7634761,-36.85158619,60,NewZealand($),No,No,No,No,3,4,Green,Very Good,414
Shaan-E-Tandoorz,New Delhi,"G-14, SSG East Plaza, DDA Local Shopping Centre, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.33906040000001,28.6078313,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Kayasthas Food Junction,New Delhi,"RZ-46 C/5, Gali 1, Gandhi Market, Main Sagarpur, New Delhi",Palam,"Palam, New Delhi",77.10199412,28.60761477,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Kesar Da Dhabha,Amritsar,"Near Telephone Exchange, Chowk Passian, Shastri Market, Near Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.873005,31.624385999999998,500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,878
Roadside Cafe,New Delhi,"Shop 11, C-7, Sai Chowk, Madhu Vihar, Patparganj, New Delhi",Patparganj,"Patparganj, New Delhi",77.3040401,28.6347816,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,55
Chaudhary Sweets Corner,New Delhi,"10/18, Shakti Nagar, Near Roshanara Club, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.1963486,28.6772166,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,36
Madurai Meenakshi Bhawan,Gurgaon,"158, Sector 14 Market, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0473507,28.474091100000003,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,25
Chaat Tadka,New Delhi,"8, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26820022,28.56128843,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,27
Sadda Adda 2 Cafe & Lounge,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3631735,28.586412,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
JAL - A Jungle Restaurant,Indore,"Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.88199135,22.65184685,850,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,100
Punjabi Rasoi,New Delhi,"25/32, Near Fedex, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1756282,28.6435077,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Subway,New Delhi,"8-C, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2260104,28.5998597,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,188
Ricks Bar - The Taj Mahal Hotel,New Delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi","The Taj Mahal Hotel, Mansingh Road","The Taj Mahal Hotel, Mansingh Road, New Delhi",77.22273611,28.60440165,4200,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,64
Club Ice Cube,Noida,"313, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3264748,28.5680674,2400,Indian Rupees(Rs.),Yes,No,No,No,4,2,Red,Poor,230
Eleven to Eleven,New Delhi,"3rd Floor, Cross River Mall, Karkardooma, New Delhi","Cross River Mall, Karkardooma","Cross River Mall, Karkardooma, New Delhi",77.3027142,28.657840000000004,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,106
Nutrition Theka,New Delhi,"Shop A-4, Block B-4, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1597056,28.6889256,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
Gopal Ji Rasoi Wala,New Delhi,"A-75, Opposite Lancer Convent School, Prashant Vihar",Prashant Vihar,"Prashant Vihar, New Delhi",77.1337829,28.7101555,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Red,Gurgaon,"5, Sector 52 A, Near Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.08785083,28.44070881,1200,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,57
The Pizza Corner,New Delhi,"Shop 3, A-4, Anupam Garden, IGNOU Road, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",77.20538288,28.51470631,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,39
Heaven's Kitchen,New Delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2569098,28.53072249,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,85
Zouk Tea Bar & Grill,Manchester,"The Quadrangle, Chester Street, Oxford Road, Manchester M1 5QS",Oxford Road,"Oxford Road, Manchester",-2.24042,53.472432999999995,50,Pounds(ï¿½ï¿½),No,No,No,No,3,3,Yellow,Good,101
Ok Indian & Chinese Food Corner,New Delhi,"Shop A RZ-53/54, Gali 14, Pankha Road, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.10044246,28.60913476,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Foodland by Orchid,New Delhi,"D 11, LSC, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.15538889,28.56141389,900,Indian Rupees(Rs.),Yes,No,No,No,2,2,Orange,Average,6
Kumar Sweet House,New Delhi,"5, Gandhi Market, Minto Road, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.2444219,28.645251899999998,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Chy - Na Express,Gurgaon,"Shop 104, HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0990285,28.424921899999998,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,46
Baadshah,New Delhi,"DE-84, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.116361,28.6461869,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,26
Shama Chicken Corner,New Delhi,"37/1, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18484000000001,28.640949499999998,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Da Pizza Corner,New Delhi,"107-A, Gautam Nagar, Green Park, New Delhi",Green Park,"Green Park, New Delhi",0.0,0.0,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,4
Apni Rasoi,Gurgaon,"HUDA Market Parking, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.09986500000001,28.4252571,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bake Your Dreamz,Faridabad,"Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",0.0,0.0,800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Touch of Punjab,New Delhi,"Shop 5, IGNOU Road, Saket, New Delhi",Saket,"Saket, New Delhi",77.2046959,28.51435543,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,33
Top Breads,Noida,"K-4, Ground Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32339572,28.57070886,200,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,420
McDonald's,Noida,"Food Court, 3rd Floor, The Great India Palace Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32530809999999,28.5671503,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,70
Veg Food Express,New Delhi,"D Block, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Vaishno Chat Bhandar,New Delhi,"66-67/E, Near Chota Gali Chakkar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2033739,28.6825417,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,223
R' ADDA,Mumbai,"Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai","Ramee Guestline Hotel, Juhu","Ramee Guestline Hotel, Juhu, Mumbai",72.825451,19.1093,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,536
Kwality wall's swirl's,Gurgaon,"Unitech Infospace, Sector 22, Gurgaon",Sector 22,"Sector 22, Gurgaon",77.07385090000001,28.5101456,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Chhappan Bhog,New Delhi,"Shop 2, AD Market, Near MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16835959999999,28.706668199999996,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
My Restaurant,Vizag,"HB Colony, Isukathota, National Highway 5, Besides Honda Showroom, Maddilapalem, Vizag",Maddilapalem,"Maddilapalem, Vizag",83.326859,17.740024,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,124
Sharazz,New Delhi,"23/2, Main Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17381440000001,28.644662699999998,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,32
Shankar Fast Food,Noida,"D-16, B Block, Near HCL Call Center, Sector 59, Noida",Sector 59,"Sector 59, Noida",77.3626026,28.608816100000002,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,15
Balti,Noida,"Shop 303, 2nd Floor, Food Court, Spice Mall, Sector 25 A, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
DEL - Roseate House,New Delhi,"Roseate House, Asset 10, Hospitality District, Aerocity, New Delhi","Roseate House, Aerocity","Roseate House, Aerocity, New Delhi",77.120533,28.550802,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,30
Vrinda's Food,New Delhi,"725, Main Babarpur, Rohtash Nagar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29011454,28.67656666,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,6
Snacks and More,New Delhi,"Shop-5, 15/5, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1702997,28.646945799999997,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Dove And Mouse,Noida,"Shop 19, Mahagun Mart, Sector 78, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.387573,28.5639598,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Chaska Food Hut,Noida,"D-17, Near Bishanpura Village, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.35972070000001,28.608527399999996,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7 Stick,New Delhi,"D-32, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.27912629999999,28.631572,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,8
Tim's Bistro,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.9754397,11.0030085,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,85
Bonitos Blu - The Uppal,New Delhi,"The Uppal, NH-8, Near, Aerocity, New Delhi","The Uppal, Aerocity","The Uppal, Aerocity, New Delhi",77.10184699999999,28.535183,2500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,5
Snack Shack,Gurgaon,"Building 4, Near Food Court, Unitech Infospace, Sector 21, Gurgaon",Sector 21,"Sector 21, Gurgaon",77.0714215,28.5095911,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,15
The Lokal,Singapore,136 Neil Road 088865,"Neil Road, Outram","Neil Road, Outram, Singapore",103.840921,1.278373182,60,Dollar($),No,No,No,No,4,3,Orange,Average,33
Chaayos,Gurgaon,"Ground Floor, Tower B Atrium, Building 5, Near Indian Oil Petrol Pump, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.09210490000001,28.489799199999997,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,393
Bansiwala Bakery,Gurgaon,"Shop 2, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.01960759999999,28.4857718,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
